timestamp,machine_id,cpu_util_actual,mem_util_actual
0,Server_00,0.3102163863488371,0.4102163863488371
1,Server_00,0.2649256924647579,0.36283133564150877
2,Server_00,0.3462218720534893,0.44203338807681797
3,Server_00,0.3984473407849603,0.4921651889693347
4,Server_00,0.2502318514573156,0.3418567207114757
5,Server_00,0.3481921056394582,0.43772491439086947
6,Server_00,0.3843426404955479,0.4717845365896852
7,Server_00,0.2485622358570117,0.3339145964314854
8,Server_00,0.3979271217129692,0.4811915530465062
9,Server_00,0.3716463297756646,0.45282466711196173
10,Server_00,0.33002518703173683,0.40911949437820616
11,Server_00,0.30510877478834403,0.3821213446897707
12,Server_00,0.3732945361449561,0.4482278894320953
13,Server_00,0.2507866233216013,0.32364350883474047
14,Server_00,0.42652384520127495,0.4973072394887927
15,Server_00,0.37278948957150143,0.4415025965634553
16,Server_00,0.3433910256480051,0.4100372763047847
17,Server_00,0.32611790675517,0.3907009586912534
18,Server_00,0.3225825735785691,0.38510631066142426
19,Server_00,0.3244006347633022,0.384869166687477
20,Server_00,0.37541311031556873,0.4338307721520169
21,Server_00,0.3516459053959848,0.4080172571166763
22,Server_00,0.47412766310323173,0.5284574890811007
23,Server_00,0.3395009765844878,0.3917942850687717
24,Server_00,0.35191413346420153,0.4021761560312306
25,Server_00,0.3354432622162638,0.3836794531957597
26,Server_00,0.33627476706450765,0.38249080294145454
27,Server_00,0.3712738587246208,0.41547563751677496
28,Server_00,0.43192107383029554,0.47411471444140124
29,Server_00,0.4290583714659906,0.46925021301477327
30,Server_00,0.33559955128367125,0.3737961524086818
31,Server_00,0.35081616343485694,0.387024301575243
32,Server_00,0.3650189083856982,0.3992455790379816
33,Server_00,0.42697773516865,0.45923015111959176
34,Server_00,0.33883118652910293,0.36911677706473994
35,Server_00,0.32550662469371117,0.35383303478465117
36,Server_00,0.3297611051703194,0.35613619463338386
37,Server_00,0.28664965629241657,0.31108149892872317
38,Server_00,0.39185656605708474,0.4143534487666642
39,Server_00,0.3864011082074322,0.4069715300804761
40,Server_00,0.37768964342152,0.39634231480636
41,Server_00,0.34404808707678697,0.36079192862470677
42,Server_00,0.3758133662772388,0.3906575079642243
43,Server_00,0.3949416217242248,0.40789540184975936
44,Server_00,0.2855122927887513,0.29658525695176585
45,Server_00,0.3849758704232233,0.39417777047531394
46,Server_00,0.3933353143891671,0.40067610736519477
47,Server_00,0.3341087332102728,0.33959858023646194
48,Server_00,0.47366417508745967,0.47731344026711664
49,Server_00,0.3618961541023368,0.36371540337930863
50,Server_00,0.44207527549918263,0.44207527549918263
51,Server_00,0.398002326160316,0.3961940430102418
52,Server_00,0.40258638639821126,0.39898098452358527
53,Server_00,0.4402004717120445,0.434809312612709
54,Server_00,0.38874820966059603,0.38158285066479675
55,Server_00,0.3502516100556425,0.3413238030526371
56,Server_00,0.4479819829285429,0.4373036730798741
57,Server_00,0.48238015092960423,0.46996347535917815
58,Server_00,0.37832138490719636,0.36417867137031007
59,Server_00,0.3940597291103038,0.37820349464176806
60,Server_00,0.36297306077024827,0.34541601031175373
61,Server_00,0.4367050526400283,0.4174600776469051
62,Server_00,0.4036677732238449,0.38274795025136993
63,Server_00,0.4114153476401584,0.38883393690956314
64,Server_00,0.38967747981367107,0.36544792375800905
65,Server_00,0.3693051408613444,0.34344106265137697
66,Server_00,0.4941467574353904,0.4666619594856525
67,Server_00,0.4107021471876501,0.38161060964286
68,Server_00,0.46619770402720534,0.43551358322918426
69,Server_00,0.4643517764245524,0.43208940335982204
70,Server_00,0.43411874531459704,0.40029262404282545
71,Server_00,0.4001137604466397,0.3647385665101076
72,Server_00,0.47687874063142766,0.43996931944568995
73,Server_00,0.39925874078968615,0.36083010601560483
74,Server_00,0.5310916427818428,0.49115897467916986
75,Server_00,0.45922827293313145,0.417806916695822
76,Server_00,0.4749836978865293,0.43208916195996866
